node_id,split,dialog_id,turn_id,text,shift_label
3356,train,214,4,"i especially like going with my black lab , trooper . do you have any pets ?",1
3357,train,214,5,"no , just me and my boyfriend here .",0
3358,train,214,6,what kind of work do you do ? mechanical engineer here .,1
3359,train,214,7,i make clothes and sell them .,0
3360,train,214,8,that sounds cool . what is your favorite activity ? mine is rock climbing .,1
3361,train,214,9,walking is something i enjoy .,0
3362,train,214,10,do you have a second favorite ?,0
3363,train,214,11,probably going to thrift stores .,0
3364,train,214,12,shopping is okay . what is your favorite thing to shop for ?,0
3365,train,214,13,fun toys for my nieces .,0
3366,train,214,14,"ah , i love shopping for electronics . i just recently got a macbook pro . what kind of toys ?",0
3367,train,214,15,"anything fun and cute , lots of vintage stuff .",0
3368,train,215,0,how are you ? my name is darlene and chinese is one of the languages i speak .,-1
3369,train,215,1,hi ! names betsy and bought our first home,0
3370,train,215,2,congrats ! i love music and playing my guitar and violin .,1
3371,train,215,3,i work as a teacher in a school . and also have 2 step kids,0
3372,train,215,4,"i am single , no kids , but am really good at playing ping pong .",0
3373,train,215,5,wow that is pretty nice . i recently moved to the us with my husband,1
3374,train,215,6,"wow that is cool , i live in a small town where everyone knows my electrician father .",0
3375,train,215,7,that is pretty cool do you like it there ?,0
3376,train,215,8,"i do , although i would love the excitement of a big city .",0
3377,train,215,9,yeah like new york maybe ?,0
3378,train,215,10,"yeah , do you live in a small town or city ?",0
3379,train,215,11,it is more like the suburbs if you know what that is,0
3380,train,215,12,"yes , do you have children ?",1
3381,train,215,13,well i did say i will be popping out triplets in three months from now,0
3382,train,215,14,"wow triplets , your going to be busy !",0
3383,train,215,15,yeah and have 2 step kids too .,0
3384,train,216,0,hi ! do you have a house in the clouds ?,-1
3385,train,216,1,no but i would love to get one,0
3386,train,216,2,i do . do you have any superpowers ?,1
3387,train,216,3,nice ! when i wear my motorbike helmet i do feel like a super hero sometimes,0
3388,train,216,4,can you make time stop while wearing your helmet ?,0
3389,train,216,5,i wish i could but i cant . do you have a motorbike ?,0
3390,train,216,6,"no , i have a pink bike though .",0
3391,train,216,7,why did you choose pink out of all colors ?,1
3392,train,216,8,because i am a girl .,0
3393,train,216,9,i am a girl too but mine is red with a blue stripe and its super shiny,0
3394,train,216,10,i like shiny . my mom and dad do not have bikes . they have cars .,1
3395,train,216,11,cars are not as much fun as bikes though,0
3396,train,216,12,does yours go fast ? i get tired of pedaling mine .,0
3397,train,216,13,mine is super fast . no peddling required at all . maybe you need to upgrade ?,0
3398,train,216,14,my parents will not let me .,0
3399,train,216,15,you just have to negotiate harder with them,0
3400,train,217,0,"hi there ! i am age 24 , how about you ?",-1
3401,train,217,1,hello i am almost 40,0
3402,train,217,2,"nice , i spend my days as a kindergarten teacher",0
3403,train,217,3,i teach the kids various instruments,0
3404,train,217,4,cool . i am getting married next spring and i will be 24,1
3405,train,217,5,congrats on that that is cool,0
3406,train,217,6,"yes , the dj will play my favorite singer , taylor swift",0
3407,train,217,7,oh wow so you will have a big wedding and reception ?,0
3408,train,217,8,"i hope so , lots of food because my friends and i like to eat out",0
3409,train,217,9,"oh yeah that is a fun part of the party , are you going to have drinks too ?",0
3410,train,217,10,of course ! have a well rounded wedding experience,0
3411,train,217,11,i would definately be getting my dance on,0
3412,train,217,12,"yes , we love to dance , too !",0
3413,train,217,13,its going to be a day to remember with lots of pictures too !,0
3414,train,217,14,"yes , my family is coming from all over , too !",0
3415,train,217,15,oh wow that is going to be very memorable,0
3416,train,218,0,hi i am danny and want to be a dog when i grow up,-1
3417,train,218,1,hello ! i have two dogs at my house .,0
3418,train,218,2,"you cant give a dog chocolate candy , but i will take it",0
3419,train,218,3,i know . once one of my dogs ate a whole batch of chocolate brownies .,0
3420,train,218,4,my mommy and daddy helped me sing the abcs,1
3421,train,218,5,that is good . what do you like to do for fun .,0
3422,train,218,6,looking at blocks and shapes and singing,0
3423,train,218,7,that is fun . i like to play with my dogs and go to the gym .,0
3424,train,218,8,what is your dogs name ?,0
3425,train,218,9,my dogs names are lady and nina . what would you name a dog ?,0
3426,train,218,10,i would name a lady dog gidget . and a boy dog brownie,0
3427,train,218,11,those are really nice names . i really like them .,0
3428,train,218,12,do you like to sing ?,1
3429,train,218,13,yes i love to sing ! i can sing a lot of songs . can you ?,0
3430,train,218,14,i can sing about letters that is it,0
3431,train,218,15,well that is the most important song because it helps you learn .,0
3432,train,219,0,"hey , what is your least favorite food ? mine is chicken .",-1
3433,train,219,1,really ? who does not like chicken ? even chickens like chicken .,0
3434,train,219,2,"maybe it is because i want to be a nurse , and i see food poisoning from it .",0
3435,train,219,3,hmm . . . i thought about nursing after my chemistry degree . . glad i did not,0
3436,train,219,4,"chemistry ? that is interesting . regardless , college is so expensive .",0
3437,train,219,5,yep . i peddle books out of a bus now love it,0
3438,train,219,6,nice ! i work the night shift at a bar just to keep up with expenses .,0
3439,train,219,7,hey maybe i have seen you . i dance at billy bobs country line on the weekends,0
3440,train,219,8,"perhaps , my hair is blonde and my eyes are blue , if that rings any bells . you ?",0
3441,train,219,9,are you the one in the orange jumpsuit ? and the ankle bracelet ?,0
3442,train,219,10,"i just may be . i am always with my best friend , we live together .",0
3443,train,219,11,ok . weird . oh well . i have to go feed my dog,1
3444,train,219,12,what is your dogs name ? do you have any other pets ?,0
3445,train,219,13,my dogs name princess pei pei she just won a blue ribbon,0
3446,train,219,14,what a hilariously adorable name . congratulations to her !,0
3447,train,219,15,she loves to compete . a real ham . agility classes,0
3448,train,220,0,hi how are you doing,-1
3449,train,220,1,i am doing quite well . how are you ? what do you do for work ?,0
3450,train,220,2,i am still in school waht about you,0
3451,train,220,3,i am a tour guide for the metropolitan museum of art . what are you studying ?,1
3452,train,220,4,that is so cool i am in middle school,0
3453,train,220,5,i remember middle school . do you enjoy reading ?,1
3454,train,220,6,i do but i do not like school very much,0
3455,train,220,7,i love to read . i have a library filled with books .,0
3456,train,220,8,that is cool do you have a lot of friends,1
3457,train,220,9,"yes , most of my friends are into horticulture . are you interested in plants ?",1
3458,train,220,10,not really i wish i had more friends,0
3459,train,220,11,i love growing roses in my backyard . what are your interests ?,1
3460,train,220,12,just trying to get through middle school,0
3461,train,220,13,i understand . do you ever drink tea ?,1
3462,train,220,14,sometimes what kind of tea to you like,0
3463,train,220,15,i love drinking gourmet tea . jasmine is my favorite . what is your favorite ?,0
3464,train,221,0,i am in high school . do you go to school or work ?,-1
3465,train,221,1,i am a tennis player professionally,0
3466,train,221,2,i will graduate in wo years,0
3467,train,221,3,that is pretty cool . excited ?,0
3468,train,221,4,i definitely want to be done . the cafeteria food is not even vegan here .,0
3469,train,221,5,oh dang are you vegan ?,0
3470,train,221,6,i have been for a year now .,0
3471,train,221,7,"me too , my wife is a doctor",0
3472,train,221,8,did she tell you to go vegan ?,0
3473,train,221,9,"she just presented the case and she is so healthy , so i switched",0
3474,train,221,10,i feel healthier since i made the switch for sure .,0
3475,train,221,11,i go on walks with my dog to stay healthy too . what do you do ?,1
3476,train,221,12,i ride horses and work out . i love horses .,0
3477,train,221,13,"wow that is cool , i live in a big house . it is three stories",0
3478,train,221,14,i would like that . my house is small .,0
3479,train,221,15,do you live alone there ?,0
3480,train,222,0,hi ! how are you today ?,-1
3481,train,222,1,"hi , i am 12 years old and a girl so no cussing please .",0
3482,train,222,2,okay ! no problem . so what is your favorite subject at school ?,0
3483,train,222,3,"none , i do not care for school at all .",0
3484,train,222,4,"so what do you like ? sports , maybe ? i enjoy playing softball .",0
3485,train,222,5,"i play sports , i am in to soccer .",0
3486,train,222,6,i like soccer . do you play on a team or for your school ?,0
3487,train,222,7,"for school , and for pleasure . what else do you like ?",0
3488,train,222,8,i spend a lot of time at work because i just started a new position .,0
3489,train,222,9,what is your new position ?,0
3490,train,222,10,it is in insurance . the business side .,0
3491,train,222,11,"oh , i do not know about that since i am so young .",0
3492,train,222,12,"yeah , it is rather complicated .",0
3493,train,222,13,i like dying my hair it is red and i do not like red .,1
3494,train,222,14,what s your favorite color to dye it ?,0
3495,train,222,15,blonde because it looks good with my blue eyes .,0
3496,train,223,0,"hi , how are you ? i am exhausted .",-1
3497,train,223,1,oh no ! i am okay . just taking a break from reading .,0
3498,train,223,2,what type of book are you reading ?,0
3499,train,223,3,this week a parenting book . what are you up to ?,0
3500,train,223,4,i am trying to turn my life around . i am serving time for shoplifting .,0
3501,train,223,5,oh my goodness . maybe some self help books will be useful ? confidence booster .,0
3502,train,223,6,i will get out pretty soon . i want to learn about my career options .,0
3503,train,223,7,i had no idea you had internet access from jail . maybe volunteer when you are out ?,0
3504,train,223,8,i want to make sure that i can discuss some career options when my mom visits .,0
3505,train,223,9,i am a tour guide at a local museum . it helps me meet new people .,0
3506,train,223,10,"wow , that sounds like an interesting job !",0
3507,train,223,11,i love it . i am partially deaf so it is hard to find normal jobs .,0
3508,train,223,12,do you enjoy the routine or do you want to do different things each day ?,0
3509,train,223,13,i do like the routine . it is comforting . what are you looking for in a new job ?,0
3510,train,224,0,"hi friend , how are you today ?",-1
3511,train,224,1,i am good just freezing in alaska .,0
3512,train,224,2,it is chilly here on my parents farm that i currently work on .,0
3513,train,224,3,oh ok . its been hard lately to do my meditations since its cold .,0
3514,train,224,4,i drive a big truck and love driving it this time of the year .,1
3515,train,224,5,"also , that would be in my interest since its been months since i have spoken .",0
3516,train,224,6,what type of vehicle do you drive ?,0
3517,train,224,7,just a normal ford . nothing fancy .,0
3518,train,224,8,i have a ford truck as well that i listen to country music .,0
3519,train,224,9,that is nice i bet it looks nice .,0
3520,train,224,10,i bet alaska is nice this time of year . do you get to explore ?,0
3521,train,224,11,it is a wonderful place to do meditation .,0
3522,train,224,12,i live in the country with many animals my favorite is my pet cow .,1
3523,train,224,13,a pet cow ? that must be nice and interesting .,0
3524,train,224,14,yes she follows me around the farm .,0
3525,train,224,15,i would love to see her do that .,0
3526,train,225,0,hey nice weather we are have tonight .,-1
3527,train,225,1,"hey , not here . snowing . i volunteer at a homeless shelter tonight",0
3528,train,225,2,really sound like hard work . is it ?,0
3529,train,225,3,"yeah , but i wrestle professionally . and work out a few times a week",0
3530,train,225,4,what kind of foods do you like ? because i love food .,1
3531,train,225,5,"i like pizza , and i enjoy socializing . being around people",0
3532,train,225,6,really me too . and i travel all around the world to eat new foods .,0
3533,train,225,7,"if i got spare time i volunteer , do a lot of it .",0
3534,train,225,8,i am always on the go . so i do not have much spare time !,0
3535,train,225,9,"awesome , can not go wrong with that",0
3536,train,225,10,i have been going around the world try new foods for 1 years now .,0
3537,train,225,11,"yeah , well i hope all your dreams come true",0
3538,train,225,12,"me to . by the way , what are your dreams .",0
3539,train,225,13,my family being safe and unharmed,0
3540,train,225,14,wow that is a really nice dream .,0
3541,train,225,15,yea it sure is very much so !,0
3542,train,226,0,i am so annoyed with my sister .,-1
3543,train,226,1,why is that . you should try to get along .,0
3544,train,226,2,"i know , but she is a pole dancer . that is no way to make a living !",0
3545,train,226,3,"wow , that is insane . i have two very well behaved children and dogs .",0
3546,train,226,4,i am happy for you ! it is good to have good kids .,0
3547,train,226,5,"so you know , i stay away from male clubs . i just watch american sports .",0
3548,train,226,6,good . me too . i just drive my tractor and listen to classical music all day,0
3549,train,226,7,i have worked for the same company for more than 15 years . not time for much .,0
3550,train,226,8,that must keep you busy . tell me something else about yourself ?,0
3551,train,226,9,"not much to tell , i am an average male . tell me about you .",0
3552,train,226,10,i live a boring life . my favorite color happens to be red .,0
3553,train,226,11,red is not a boring color . my favorite sports team wears red .,0
3554,train,226,12,what is your family like ?,1
3555,train,226,13,"well , my kids are usually outside playing with the dogs . what about your family ?",0
3556,train,227,0,hi i am kim a college student studying nursing,-1
3557,train,227,1,"hi i love to dance , i take lessons every week",1
3558,train,227,2,awesome do you work i waitress at a bar,0
3559,train,227,3,"yes , i work at a community college teaching music",0
3560,train,227,4,oh nice me and my friend got an apartment last weekend,1
3561,train,227,5,that sounds cool . hopefully a bigger place,0
3562,train,227,6,yea its fairly big . what color is your hair mine is blonde,1
3563,train,227,7,my hair is a rainbow of colors . whats your favorite color ?,0
3564,train,227,8,i like pink an awful lot,0
3565,train,227,9,my favorite is teal . cant choose between blue or green,0
3566,train,227,10,they are good do you like blue eyes ? i have those,0
3567,train,227,11,i do as mine are blue also,0
3568,train,227,12,awesome what do you have planned today ?,1
3569,train,227,13,"playing with my favorite toy , my lite brite",0
3570,train,227,14,i remember having one of those before,0
3571,train,227,15,it was my favorite as a child,0
3572,train,228,0,hello munching on some raw veggies that is my whole diet .,-1
3573,train,228,1,"wow , that is interesting . i am thirteen",1
3574,train,228,2,i bought a house with room for a garden .,1
3575,train,228,3,that is cool . did you know i am on my schools soccer team ?,1
3576,train,228,4,i am in college studying economics .,1
3577,train,228,5,nice ! i really dislike math classes,0
3578,train,228,6,i am a rolling stones fan i go to a concert yearly .,1
3579,train,228,7,amazing ! my older brother does too !,0
3580,train,228,8,once a fan always a fan .,0
3581,train,228,9,of course . when i go to school i take the school bus,1
3582,train,228,10,i just walk or sometimes ride a bike .,0
3583,train,228,11,that is better for the environment ! good for you,0
3584,train,228,12,you simply have to nurture nature .,0
3585,train,228,13,you really do ! it is very important,0
3586,train,229,0,hi ! i have taken a break from my knitting to chat ! how are you ?,-1
3587,train,229,1,"i am good and you , are you male or female ?",1
3588,train,229,2,"i am female , of course ! i am on the internet , am i not ?",0
3589,train,229,3,what kind of job do you have ?,1
3590,train,229,4,i am retired but i love baking cookies for the bake sale . you ?,0
3591,train,229,5,i had a condition where my heart was placed outside my body,0
3592,train,229,6,that must have been really interesting ! i,0
3593,train,229,7,so i can now do things that i could not before like move things with my mind,0
3594,train,229,8,"my dogs would totally freak out if i moved things with my mind , ha ha ha !",0
3595,train,229,9,yes it is very interesting especially because i am a young boy,0
3596,train,229,10,i know our local catholic diocese really strives to bring young boys like yourself in .,0
3597,train,229,11,"i am lucky to have had a transplant , so i am better now .",0
3598,train,229,12,that is great to hear and i am so happy you lived .,0
3599,train,229,13,"oh yes thank you , it must be nice having dogs .",0
3600,train,230,0,"wow , i really dropped a lot of money on my car today .",-1
3601,train,230,1,what is wrong with your car ? i am too young to drive .,0
3602,train,230,2,nothing is wrong with my new car !,0
3603,train,230,3,"oh , you bought a car . thought you had to fix it .",0
3604,train,230,4,i keep all my cars in great condition .,0
3605,train,230,5,"that is good . i wish i had someone to play with , boring being alone .",1
3606,train,230,6,try going to the gym . the secret is never working out,0
3607,train,230,7,no one to take me to the gym or anywhere else .,0
3608,train,230,8,how old are you then ?,1
3609,train,230,9,"8 , and i live in a cloud by myself",0
3610,train,230,10,sounds lonely . i am lonely too . my girlfriends always dump me .,0
3611,train,230,11,well you could stop time like me before you get dumped .,0
3612,train,230,12,they just do not understand my love for my cars .,0
3613,train,230,13,who does not understand ? what type of cars do you love ?,0
3614,train,230,14,my last 6 girlfriends did not understand . fast cars of course .,0
3615,train,230,15,"oh , what kind of cars go fast ? i am too young to know .",0
3616,train,231,0,hi how are you doing today,-1
3617,train,231,1,i am doing good you ? just getting ready for tomorrow .,0
3618,train,231,2,is it a big day for you ?,0
3619,train,231,3,"not really , i stay at home with the kids , while my wife works . lol",0
3620,train,231,4,that sound nice that you get to be with your kids,0
3621,train,231,5,"yes . i worked 10 years in human services , but my wife missed work .",0
3622,train,231,6,that is nice that you can take turns with the kids . where do you live ?,0
3623,train,231,7,"i live in canada . yeah , she deserved the break . she works with my dad .",0
3624,train,231,8,"nice , in the city ? i live in the country",0
3625,train,231,9,"more so , i am close to the city . lol . whats your favorite movie ?",1
3626,train,231,10,"die hard , how about you ?",0
3627,train,231,11,"more so , i am close to the city . lol . whats your favorite movie ?",0
3628,train,231,12,"it is die hard , what is your favourite",0
3629,train,231,13,saw movies . i love horror movies . do you have kids ?,1
3630,train,231,14,no i work with my parents on the farm,0
3631,train,231,15,"oh how nice of you . mine are 2 , 3 , and my oldest son is in middle school .",0
3632,train,232,0,hello ! i am absolutely loving retirement .,-1
3633,train,232,1,hi i am ready to retire what was your occupation,0
3634,train,232,2,"i was an engineer , now i get to relax . what do you do ?",0
3635,train,232,3,i am a tennis player what do you do in spare time,0
3636,train,232,4,i used to play tennis . i enjoy a lot of things outdoors in the sun .,0
3637,train,232,5,me to i love long walks with my dog on the beach,0
3638,train,232,6,i like to do yard work . but i do not like cold weather,1
3639,train,232,7,one of my 3 story homes is in the mountains i like cold,0
3640,train,232,8,oh wow . the cold makes my joints hurt . lol,0
3641,train,232,9,my big family makes mines hurt lol you have kids ?,1
3642,train,232,10,"i did , but they are all grown . do you ?",0
3643,train,232,11,yes one is in college and twins on the way,0
3644,train,232,12,congratulations ! i miss having the little tykes around .,0
3645,train,232,13,thank you now i can not retire soon like you,0
3646,train,232,14,that is true . you must take care of the family .,0
3647,train,232,15,duties always first do you travel much,0
3648,train,233,0,"hi , how is it going ?",-1
3649,train,233,1,it is going well how about yourself ?,0
3650,train,233,2,"going good , drinking coffee lol i love coffee",0
3651,train,233,3,drinking coffee ? what time is it there ?,0
3652,train,233,4,830 pm haha my dad is a construction worker so he works really late nights,0
3653,train,233,5,"oh i see , both of my parents are well off bankers",0
3654,train,233,6,really lucky bet you are loaded,0
3655,train,233,7,yes but they forced me to go to yale for finance,0
3656,train,233,8,"ugh but you will thank them later on , i enjoy mountain biking in my spare time you ?",1
3657,train,233,9,i enjoy going for long drives in my bmw,0
3658,train,233,10,"your text box is pink , i really dislike that color",1
3659,train,233,11,oh no i am sorry not sure how to change that,0
3660,train,233,12,haha probably can not . it was just always forced down my throat because i am more tom boy,0
3661,train,233,13,what kind of things do you like to do ?,1
3662,train,233,14,i like to watch shows and movies and play games . you ?,0
3663,train,233,15,what is your favorite game ? i enjoy video games,0
3664,train,234,0,what are you doing right now ? i am caged up for another month,-1
3665,train,234,1,sorry to hear . it is my birthday today !,0
3666,train,234,2,happy birthday ! will you see your mom ? mine is coming to see me tomorrow,0
3667,train,234,3,"no , no . i just turned 100 , believe it or not .",0
3668,train,234,4,"i feel about a hundred sitting here in juvenile detention , how will you celebrate ?",0
3669,train,234,5,maybe i will just drink wine and dance all night in the moonlight . love it .,0
3670,train,234,6,"you are still breathing . when i am free in a month , then i will breathe .",0
3671,train,234,7,"of course . i feel so strong for my age , i might just live for an eternity !",0
3672,train,234,8,dancing at 100 ? you sure you just dream about dancing ? maybe too much wine ?,0
3673,train,234,9,"gotta celebrate ! i am so old , i recall when nobody owned a tv .",0
3674,train,234,10,i work out to stay strong in juvenile detention . i do not have a tv sadly,0
3675,train,234,11,"yeah , juvenile detention does wind back the clock .",0
3676,train,234,12,"feeling older than dirt , but freedom in a month , what wine do you drink ?",1
3677,train,234,13,red wine . it is good for the heart . try a cabernet .,0
3678,train,235,0,i like to dance in class once a week,-1
3679,train,235,1,"how interesting ! i like to rock climb , it is my favorite activity .",0
3680,train,235,2,i am really old born early 80s but like old hip hop .,0
3681,train,235,3,"i work as a mechanical engineer , i love my job",0
3682,train,235,4,do you like new kids on the block ? i love em,1
3683,train,235,5,"i like them , my black lab trooper enjoys their music as well .",0
3684,train,235,6,reminds me of a time as a child my lite brite favorite toy .,0
3685,train,235,7,nowadays it is rare to see any kids have them over here in colorado,0
3686,train,235,8,yes i love to dance classes once a week 21,0
3687,train,235,9,what kind of dance is it ?,0
3688,train,235,10,hip hop get down and hip in the times man old school real stuff,0
3689,train,235,11,sounds like it is really fun !,0
3690,train,235,12,real kids on the block i love getting down and hip,0
3691,train,235,13,cool ! have you seen them live !,0
3692,train,235,14,no i cant see anymore i just move with the flow,0
3693,train,235,15,"oh , they must be a great band !",0
3694,train,236,0,"hi , where are you from , i am currently living in canada",-1
3695,train,236,1,i live in hollywood . in a very expensive house,0
3696,train,236,2,"whoa , wish i lived there , i did not even finish high school",0
3697,train,236,3,that is okay i did not either . i just found a boy toy to buy me nice things,0
3698,train,236,4,"nice , boy toys are fun , i am actually in the army now",0
3699,train,236,5,that is very impressive ! what do you do in the army ?,0
3700,train,236,6,"sanitation department , nothing special , i got in because my grandfather was in world war 2",0
3701,train,236,7,what an honorable man . connections are all that matter in this world,0
3702,train,236,8,"not really , i am overweight , my best food in the arm is shwarma",0
3703,train,236,9,hopefully being in the army is a good diet . i love to diet,0
3704,train,236,10,my best food in the army is shawarma,0
3705,train,236,11,that does not sound fun . if i go 1 week without caviar i would die,0
3706,train,236,12,"yeah i use caviar when i go fishing , that is about it .",0
3707,train,236,13,"honestly its kinda gross , but it costs a lot which makes me want to buy it",0
3708,train,236,14,"nice things cost money , get your boyfriend to buy it , if he buys you hollywood houses",0
3709,train,236,15,that is why i love him,0
3710,train,237,0,are you as fired up about winter coming as i am ?,-1
3711,train,237,1,winter is very lonely though,0
3712,train,237,2,if you are lonely get a cat . i have two of those .,0
3713,train,237,3,cats are good but unsure if my bees would like,0
3714,train,237,4,i have a huge hat collection including a beekeeper hat for cats .,0
3715,train,237,5,great what is your favorite type of hat,0
3716,train,237,6,my favorite are baseball hats . i have at least six hundred of those .,0
3717,train,237,7,quite the collector my wife has as many heels,0
3718,train,237,8,back in 1992 i collected a hat from every olympic team .,0
3719,train,237,9,love the games we root for italy,0
3720,train,237,10,italy is awesome . the best vanilla ice cream i ever tasted was from italy .,0
3721,train,237,11,"vanilla is a favorite , real gelato is my weakness",0
3722,train,237,12,do you like sports ? i had an athletic career a long time ago .,1
3723,train,237,13,i loved tennis in my younger days,0
3724,train,237,14,do you remember the 1992 olympic womens doubles match ?,0
3725,train,237,15,yes gigi and mary joe heck of a game,0
3726,train,238,0,do you like britney spears ?,-1
3727,train,238,1,"i am not familiar with her music , i am only 23 .",0
3728,train,238,2,do you make a lot of money ? i just got back from the tanning salon !,1
3729,train,238,3,no i do not . i travel a lot and take on odd jobs .,0
3730,train,238,4,where do you travel too ? i just dumped my ex for traveling too often .,0
3731,train,238,5,"anywhere with delicious food . i am a big foodie , although i am a lousy cook .",0
3732,train,238,6,what kind of foods do you enjoy ? i love cooking but never do it,0
3733,train,238,7,i love anything new . i try not to eat the same dish twice .,0
3734,train,238,8,where do you draw your line of morality you paint so vividly ?,1
3735,train,238,9,i actually do not paint . do you ?,0
3736,train,238,10,quite often i find it a good source of meditation . do you meditate ?,0
3737,train,238,11,"i do meditate , but not as often as i should . it helps me de stress .",0
3738,train,238,12,have you ever looked into meta cognition ?,1
3739,train,238,13,no i have not . what is that ?,0
3740,train,239,0,hello . do you walk the road of spirituality ?,-1
3741,train,239,1,not really i tend to walk the road to the nearest shopping mall ! lol,0
3742,train,239,2,understandable friend . the materialistic life has its appeal .,0
3743,train,239,3,unfortunately for me that means my home is filled with shoes and clothing . you ?,0
3744,train,239,4,my home is filled with only the essentials for survival .,0
3745,train,239,5,"you sound very centered . i like my life , my family doesn t seem to .",0
3746,train,239,6,perhaps . but i live a life of solitude . i miss family .,0
3747,train,239,7,i like solitude too . maybe that s why i m infatuated with time and watches .,0
3748,train,239,8,time given physical form is indeed intriguing . but meditation is my infatuation .,0
3749,train,239,9,isn t meditation just like napping ?,0
3750,train,239,10,spiritual napping . full time spiritual napping . it has been three months since i talked in fact .,0
3751,train,239,11,i have to talk . i work at a discount watch dealer . time out . heard of them ?,0
3752,train,239,12,i have not . no watch dealers out here in the tundra .,0
3753,train,239,13,"we ship anywhere . our motto is tick tick , losing track of time is sick",0
3754,train,239,14,i respect that dedication . but i must go . the bears have breached my homestead fence .,0
3755,train,239,15,"lol , i must go too . the imelda marcos shoe collection on qvc is on",0
3756,train,240,0,"i drive a german car , what kind of car do you drive ?",-1
3757,train,240,1,i drive my boyfriends ford raptor .,0
3758,train,240,2,never heard of the ford raptor .,0
3759,train,240,3,it is a truck . i blast old school rap when i drop him off for work .,0
3760,train,240,4,"i see , must be a powerful vehicle , do you know the engine size ?",0
3761,train,240,5,"i do not . i wrecked my mustang , and have not replaced it yet .",0
3762,train,240,6,i plan on selling my bmw to go to school .,0
3763,train,240,7,i take dance lessons . what are you going to school for ?,0
3764,train,240,8,i like to study business,0
3765,train,240,9,what was your favorite toy growing up ? mine is the lite brite .,1
3766,train,240,10,i enjoyed playing with model cars .,0
3767,train,240,11,my dad built those . he still has them .,0
3768,train,240,12,"interesting , i do not have mine , anymore .",0
3769,train,240,13,some of his go back 40 years .,0
3770,train,241,0,"hello , how are you tonight",-1
3771,train,241,1,i am in just got in from walking my dog . how are you ?,0
3772,train,241,2,"i am very well , thank you for asking . i am going for a walk later .",0
3773,train,241,3,will you be walking alone ?,0
3774,train,241,4,"no , my husband will be going with me . we like to explore our city .",0
3775,train,241,5,that sounds fun . what do you and your husband do ?,0
3776,train,241,6,i give music lessons and do volunteer work . he is a detective .,0
3777,train,241,7,"wow , that is so interesting . i play pro tennis .",1
3778,train,241,8,"i have never played , is it hard ?",0
3779,train,241,9,not really no just have to focus . hard to play being pregnant though .,0
3780,train,241,10,"oh , lucky you . congrats ! we have teens .",0
3781,train,241,11,"thank you this , is my third . nervous about the teen years . is it hard ?",0
3782,train,241,12,"teens are crazy , i swear they need more supervision than toddlers .",0
3783,train,241,13,"oh my , how old are they ?",0
3784,train,241,14,"the boys are 15 16 , our girl is 14 . all are honor students , but sometimes .",0
3785,train,241,15,how do you handle them dating ?,0
3786,train,242,0,"hello there , how are you today ?",-1
3787,train,242,1,i am doing great i just got an apartment,0
3788,train,242,2,"that is wonderful , you should decorate with some pretty roses !",0
3789,train,242,3,hmm would you mean live roses in a vase or paint them on the wals ?,0
3790,train,242,4,"i would prefer live roses , i have a garden full of them !",0
3791,train,242,5,i wis i could grow stuff but too busy going to college,0
3792,train,242,6,does your new apartment have a nice sun room to sit out and drink fancy tea ?,0
3793,train,242,7,nope very small studio since i am going to college,0
3794,train,242,8,"you should use any spare time to go to a museum , you might see me !",1
3795,train,242,9,do work work there or just go to enjoy it . . ?,0
3796,train,242,10,i am the best tour guide around !,0
3797,train,242,11,nice you can exercise while you work,0
3798,train,242,12,oh are you into fitness type things ?,0
3799,train,242,13,not really i get my exercise working in a bar to pay for school,0
3800,train,243,0,hello ! you like tupac or new kids on the block ?,-1
3801,train,243,1,i liked new kids on the block when i was a kid in the 90s !,0
3802,train,243,2,i was born in 1981 . i take dance lessons too .,0
3803,train,243,3,i cannot dance at all . but i can wrestle !,0
3804,train,243,4,i can not wrestle . i am afraid i would break something .,0
3805,train,243,5,"i , being a professional wrestler , have broken a few bones . . .",0
3806,train,243,6,"i bet . is it really dangerous , like portrayed on tv ?",0
3807,train,243,7,"no , it is all fake . you only get hurt if you are not paying attention .",0
3808,train,243,8,"i would get hurt a lot , with my adhd",0
3809,train,243,9,"i see , do you take any medication for that ?",0
3810,train,243,10,"no , it is entirely diet controlled .",0
3811,train,243,11,"wow , so you like avoid certain foods or something ?",0
3812,train,243,12,i do . i had to go to a nutritionist . i also take fish oil .,0
3813,train,243,13,do you think it is working ?,0
3814,train,243,14,i do . what else do you like to do ?,1
3815,train,243,15,"i volunteer at a shelter . i was homeless once , i want to give back",0
3816,train,244,0,hello ! how are you today ?,-1
3817,train,244,1,"very well , now that the wife and kiddos are in bed .",0
3818,train,244,2,do you have a big family ?,0
3819,train,244,3,"we have three kiddos , so there is never any ice cream in the house .",0
3820,train,244,4,you should start hiding it ! i come a large family and i sometimes do the same .,0
3821,train,244,5,"i tried hiding it in the peas , but my wife found it .",0
3822,train,244,6,maybe you will need to sneak off to the ice cream shop alone sometimes .,0
3823,train,244,7,"its easily done on the way to clients houses , plumbers are always on the go .",0
3824,train,244,8,"there are not any ice cream shops near me , i live in a very small town .",0
3825,train,244,9,"we go on the way to the parks too , in the next town .",1
3826,train,244,10,that sounds great ! do you live in a large city ? that is my dream .,0
3827,train,244,11,"i do not . i live in the country , with dogs , kids and chaos .",0
3828,train,244,12,"i live on a big horse farm , i was born and raised here .",0
3829,train,244,13,that would be amazing . i love horses .,0
